region,division,school_id,school_name,province,legislative_district,municipality,barangay,entity_name,type_of_ownership,ownership,buildable_space,dimension,scope_of_work,total_classrooms,classroom_requirement,estimated_classroom_shortage
Region IV-A,Dasmarinas City,301187,Pag-asa NHS (Dasmarinas NHS - Pag-asa Annex),CAVITE,Cavite 4th,CITY OF DASMARIÑAS,VICTORIA REYES,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,24,43,19
Region IV-A,Dasmarinas City,107907,Paliparan ES,CAVITE,Cavite 4th,CITY OF DASMARIÑAS,PALIPARAN II,DEPED,USUFRUCT,With Ownership,Yes but with demolition,0,1UNIT/s-4STY12CL,69,77,8
Region IV-A,Dasmarinas City,325902,Paliparan II Integrated High School,CAVITE,Cavite 4th,CITY OF DASMARIÑAS,PALIPARAN II,DEPED,USUFRUCT,With Ownership,Yes with buildable space,60m x 15m,4STY20CL,57,81,24
Region IV-A,Dasmarinas City,342298,Paliparan III SHS,CAVITE,Cavite 4th,CITY OF DASMARIÑAS,PALIPARAN III,DEPED,USUFRUCT,With Ownership,No buildable space,,,25,50,25
Region IV-A,Dasmarinas City,300536,Salawag National High School,CAVITE,Cavite 4th,CITY OF DASMARIÑAS,SALAWAG,DEPED,USUFRUCT AGREEMENT W/ LGU,With Ownership,No buildable space,,,20,69,49
Region IV-A,Dasmarinas City,261001,Sampaloc ES,CAVITE,Cavite 4th,CITY OF DASMARIÑAS,SAMPALOC IV,DEPED,USUFRUCT,With Ownership,No buildable space,,,15,38,23
Region IV-A,Dasmarinas City,107922,San Miguel ES (Dasmariñas BBES A-3),CAVITE,Cavite 4th,CITY OF DASMARIÑAS,SAN MIGUEL II,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,58,132,74
Region IV-A,Dasmarinas City,107919,San Nicolas ES (Dasmariñas BBES D),CAVITE,Cavite 4th,CITY OF DASMARIÑAS,SAN NICOLAS I,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,92,118,26
Region IV-A,Dasmarinas City,107918,Sta. Cristina ES (Dasmariñas BBES C),CAVITE,Cavite 4th,CITY OF DASMARIÑAS,SANTA CRISTINA I,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,30 x 15,4STY8CL,71,127,56
Region IV-A,Dasmarinas City,107920,Sta. Cruz ES (Dasmariñas BBES E),CAVITE,Cavite 4th,CITY OF DASMARIÑAS,SANTA CRUZ I,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,60 x 15,4STY20CL,112,184,72
Region IV-A,Cavite,107892,Bancal Elementary School,CAVITE,Cavite 5th,CARMONA,BANCAL,DEPED,USUFRUCT,With Ownership,Yes with buildable space,13 x 36,4STY12CL,46,58,12
Region IV-A,Cavite,301177,Carmona National High School,CAVITE,Cavite 5th,CARMONA,BARANGAY  8 (POB.),DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,13 x 50,4STY16CL,113,156,43
Region IV-A,Cavite,107895,Lantic Elementary School,CAVITE,Cavite 5th,CARMONA,LANTIC,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,13 x 36,4STY12CL,37,36,0
Region IV-A,Cavite,107898,Milagrosa Elementary School,CAVITE,Cavite 5th,CARMONA,MILAGROSA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,31,48,17
Region IV-A,Cavite,107939,Family Village Resources Elementary School,CAVITE,Cavite 5th,GEN. MARIANO ALVAREZ,BARANGAY  5 POBLACION,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,32,52,20
Region IV-A,Cavite,301192,Gen. Mariano Alvarez Technical High School,CAVITE,Cavite 5th,GEN. MARIANO ALVAREZ,BARANGAY  5 POBLACION,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,80 X 20,4STY20CL,210,290,80
Region IV-A,Cavite,107940,San Gabriel I Elementary School,CAVITE,Cavite 5th,GEN. MARIANO ALVAREZ,BERNARDO PULIDO (AREA H),DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,60 x 20,4STY20CL,60,120,60
Region IV-A,Cavite,107941,San Gabriel II Elementary School,CAVITE,Cavite 5th,GEN. MARIANO ALVAREZ,BARANGAY  1 POBLACION (AREA I),DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,100 x 20,4STY20CL,98,128,30
Region IV-A,Cavite,107942,San Gabriel III Elementary School,CAVITE,Cavite 5th,GEN. MARIANO ALVAREZ,ALDIANO OLAES,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,40 x 15,4STY12CL,37,42,5
Region IV-A,Cavite,301213,San Jose Community High School,CAVITE,Cavite 5th,GEN. MARIANO ALVAREZ,NICOLASA VIRATA (SAN JOSE),DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,40 x 15,0,71,77,6
Region IV-A,Cavite,108094,Adlas Elementary School,CAVITE,Cavite 5th,SILANG,ADLAS,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,14,23,9
Region IV-A,Cavite,108113,Balite I Elementary School,CAVITE,Cavite 5th,SILANG,BALITE I,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-4STY16CL,10,15,5
Region IV-A,Cavite,108114,Balite II Elementary School,CAVITE,Cavite 5th,SILANG,BALITE II,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,15,16,1
Region IV-A,Cavite,108115,Bukal Elementary School,CAVITE,Cavite 5th,SILANG,BUCAL,DEPED,DOS-DEED OF SALE,With Ownership,Yes but with demolition,30 x 10,4STY8CL,8,8,0
Region IV-A,Cavite,108117,Cabangaan Elementary School,CAVITE,Cavite 5th,SILANG,CABANGAAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY20CL,7,7,0
Region IV-A,Cavite,301193,Gen. Vito Belarmino Integrated National High School,CAVITE,Cavite 5th,SILANG,KALUBKOB,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,50,66,16
Region IV-A,Cavite,108103,Iba Elementary School,CAVITE,Cavite 5th,SILANG,IBA,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,3UNIT/s-4STY20CL,14,17,3
Region IV-A,Cavite,108104,Kalubkob Elementary School,CAVITE,Cavite 5th,SILANG,KALUBKOB,DEPED,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-4STY16CL,16,19,3
Region IV-A,Cavite,108123,Kaong Elementary School,CAVITE,Cavite 5th,SILANG,KAONG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,3UNIT/s-4STY20CL,27,46,19
Region IV-A,Cavite,301197,Kaong National High School,CAVITE,Cavite 5th,SILANG,KAONG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,19,43,24
Region IV-A,Cavite,108106,Litlit Elementary School,CAVITE,Cavite 5th,SILANG,LITLIT,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,20,16,0
Region IV-A,Cavite,108107,Lucsuhin Elementary School,CAVITE,Cavite 5th,SILANG,LUCSUHIN,DEPED,DOS-DEED OF SALE,With Ownership,Yes with buildable space,50 x 20,0,1,14,13
Region IV-A,Cavite,108126,Lumil Elementary School,CAVITE,Cavite 5th,SILANG,LUMIL,DEPED,SP-Special Patent,With Ownership,No buildable space,,,13,24,11
Region IV-A,Cavite,301202,Lumil Integrated National High School,CAVITE,Cavite 5th,SILANG,LUMIL,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,27,51,24
Region IV-A,Cavite,108127,Malabag Elementary School,CAVITE,Cavite 5th,SILANG,MALABAG,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,22,29,7
Region IV-A,Cavite,301203,Malabag National High School,CAVITE,Cavite 5th,SILANG,MALABAG,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,27,34,7
Region IV-A,Cavite,108116,Mataas Na Burol Elementary School,CAVITE,Cavite 5th,SILANG,MATAAS NA BUROL,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,7,7,0
Region IV-A,Cavite,108128,Munting Ilog Elementary School,CAVITE,Cavite 5th,SILANG,MUNTING ILOG,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,35 X 15,4STY12CL,14,19,5
Region IV-A,Cavite,301205,Munting Ilog Integrated National High School,CAVITE,Cavite 5th,SILANG,MUNTING ILOG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY16CL,32,47,15
Region IV-A,Cavite,108129,Paligawan Elementary School,CAVITE,Cavite 5th,SILANG,PALIGAWAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,7,7,0
Region IV-A,Cavite,108130,Pasong Langka Elementary School,CAVITE,Cavite 5th,SILANG,PASONG LANGKA,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,2UNIT/s-4STY12CL,13,13,0
Region IV-A,Cavite,108131,Pooc Elementary School,CAVITE,Cavite 5th,SILANG,POOC II,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY20CL,18,17,0
Region IV-A,Cavite,108105,Ricardo Lejos Cortez Elementary School,CAVITE,Cavite 5th,SILANG,BATAS,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY20CL,9,7,0
Region IV-A,Cavite,109484,San Miguel Elementary School,CAVITE,Cavite 5th,SILANG,SAN MIGUEL II,DEPED,USUFRUCT,With Ownership,Yes with buildable space,0,1UNIT/s-4STY16CL,8,9,1
Region IV-A,Cavite,108110,Silang Central School,CAVITE,Cavite 5th,SILANG,BARANGAY  V (POB.),DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,80 x 20,4STY20CL,68,72,4
Region IV-A,Cavite,108111,Silang West Elementary School,CAVITE,Cavite 5th,SILANG,BARANGAY  V (POB.),DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,50 x 10,4STY16CL,47,29,0
Region IV-A,Cavite,108136,Tartaria Elementary School,CAVITE,Cavite 5th,SILANG,TARTARIA,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,34,45,11
Region IV-A,Cavite,108137,Tibig Elementary School,CAVITE,Cavite 5th,SILANG,TIBIG,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,16,21,5
Region IV-A,General Trias City,307802,Andres A. Nocon National High School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,BUENAVISTA II,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,30 x 10,4STY8CL,21,38,17
Region IV-A,General Trias City,107957,Bacao Elementary School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,BACAO II,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,26,35,9
Region IV-A,General Trias City,164008,Belvedere Elementary School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,PASONG KAWAYAN II,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,29,71,42
Region IV-A,General Trias City,301194,Gov. Ferrer Memorial Integrated National High School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,PINAGTIPUNAN,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,106,209,103
Region IV-A,General Trias City,307801,Lucio A. Nocon National High School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,BICLATAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,30m x 10m,1UNIT/s-4STY20CL,35,67,32
Region IV-A,General Trias City,342285,Luis Y. Ferrer Jr. Senior High School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,PASONG KAWAYAN II,DEPED,USUFRUCT,With Ownership,No buildable space,,,80,99,19
Region IV-A,General Trias City,107963,Parklane Elementary School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,SAN FRANCISCO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,34,65,31
Region IV-A,General Trias City,164020,Pasong Kawayan II West Elementary School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,PASONG KAWAYAN II,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,60m x 11m,1UNIT/s-4STY12CL,20,116,96
Region IV-A,General Trias City,164017,Sunny Brooke Elementary School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,SAN FRANCISCO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,96,137,41
Region IV-A,General Trias City,107967,Tropical Village Elementary School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,SAN FRANCISCO,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,51,75,24
Region IV-A,General Trias City,301223,Tropical Village National High School,CAVITE,Cavite 6th,CITY OF GENERAL TRIAS,SAN FRANCISCO,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,33,38,5
Region IV-A,Cavite,107858,Dagatan Elementary School,CAVITE,Cavite 7th,AMADEO,DAGATAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY20CL,8,10,2
Region IV-A,Cavite,301195,Halang Banaybanay Integrated School,CAVITE,Cavite 7th,AMADEO,BANAYBANAY,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,3UNIT/s-4STY20CL,18,12,0
Region IV-A,Cavite,107861,Maitim Elementary School,CAVITE,Cavite 7th,AMADEO,MAITIM I,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,9,12,3
Region IV-A,Cavite,107866,Tamakan Elementary School,CAVITE,Cavite 7th,AMADEO,TAMACAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,9,7,0
Region IV-A,Cavite,108003,Agus-os Elementary School,CAVITE,Cavite 7th,INDANG,AGUS-US,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,9,7,0
Region IV-A,Cavite,501520,Banaba Cerca Integrated School,CAVITE,Cavite 7th,INDANG,BANABA CERCA,DEPED,SP-Special Patent,With Ownership,No buildable space,,,39,21,0
Region IV-A,Cavite,108008,Buna Cerca Elementary School,CAVITE,Cavite 7th,INDANG,BUNA CERCA,DEPED,OTHERS,With Ownership,Yes but with demolition,60 x 15,4STY20CL,11,15,4
Region IV-A,Cavite,108009,Buna Lejos Elementary School,CAVITE,Cavite 7th,INDANG,BUNA LEJOS I,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,80 x 20,4STY20CL,24,14,0
Region IV-A,Cavite,306225,Calumpang Integrated National High School,CAVITE,Cavite 7th,INDANG,CALUMPANG CERCA,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,28 x 16,0,0,0,0
Region IV-A,Cavite,107991,Carasuchi Elementary School,CAVITE,Cavite 7th,INDANG,CARASUCHI,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,9,7,0
Region IV-A,Cavite,108011,Daine Elementary School,CAVITE,Cavite 7th,INDANG,DAINE I,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,15,14,0
Region IV-A,Cavite,107992,Guyam Elementary School,CAVITE,Cavite 7th,INDANG,GUYAM MALAKI,DEPED,SP-Special Patent,With Ownership,No buildable space,,,12,8,0
Region IV-A,Cavite,107993,Guyam Munti Elementary School,CAVITE,Cavite 7th,INDANG,GUYAM MUNTI,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-4STY16CL,3,7,4
Region IV-A,Cavite,107994,Indang Central Elementary School,CAVITE,Cavite 7th,INDANG,BARANGAY  1 (POB.),DEPED,SP-Special Patent,With Ownership,Yes with buildable space,50 x 20,0,33,31,0
Region IV-A,Cavite,301201,Indang Integrated National High School,CAVITE,Cavite 7th,INDANG,BARANGAY  4 (POB.),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,53,94,41
Region IV-A,Cavite,107996,Kayquit Elementary School,CAVITE,Cavite 7th,INDANG,KAYQUIT II,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,80 x 20,0,17,15,0
Region IV-A,Cavite,301200,Lumampong Integrated National High School,CAVITE,Cavite 7th,INDANG,LUMAMPONG HALAYHAY,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,26,29,3
Region IV-A,Cavite,108013,Mahabang Kahoy Cerca Elementary School,CAVITE,Cavite 7th,INDANG,MAHABANGKAHOY CERCA,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,50 x 20,0,14,7,0
Region IV-A,Cavite,108014,Mahabang Kahoy Lejos Elementary School,CAVITE,Cavite 7th,INDANG,MAHABANGKAHOY LEJOS,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,50 x 20,0,4,7,3
Region IV-A,Cavite,108001,Tambo Elementary School,CAVITE,Cavite 7th,INDANG,TAMBO MALAKI,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,7,8,1
Region IV-A,Cavite,108002,Tambo Munti Kulit Elementary School,CAVITE,Cavite 7th,INDANG,TAMBO KULIT,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,8,8,0
Region IV-A,Cavite,108155,Amaya Elementary School,CAVITE,Cavite 7th,TANZA,AMAYA I,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,2UNIT/s-4STY16CL,73,144,71
Region IV-A,Cavite,301167,Amaya School of Home Industries,CAVITE,Cavite 7th,TANZA,SAHUD ULAN,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,70 x 20,4STY12CL,157,216,59
Region IV-A,Cavite,108170,Felipe Calderon Elementary School,CAVITE,Cavite 7th,TANZA,BIWAS,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,89,132,43
Region IV-A,Cavite,108164,Julugan Elementary School,CAVITE,Cavite 7th,TANZA,JULUGAN II,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,60 X 30,4STY16CL,41,69,28
Region IV-A,Cavite,301218,Tanza National Comprehensive High School,CAVITE,Cavite 7th,TANZA,DAANG AMAYA II,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,100 x 20,4STY24CL,183,293,110
Region IV-A,Cavite,108178,Aliang Elementary School,CAVITE,Cavite 7th,TRECE MARTIRES CITY (Capital),GREGORIO (ALIANG),DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,16,18,2
Region IV-A,Cavite,108180,Conchu Elementary School,CAVITE,Cavite 7th,TRECE MARTIRES CITY (Capital),CONCHU (LAGUNDIAN),DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,19,44,25
Region IV-A,Cavite,307819,Eugenio Cabezas National High School,CAVITE,Cavite 7th,TRECE MARTIRES CITY (Capital),CABEZAS,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,40 X 15,0,23,28,5
Region IV-A,Cavite,108182,Hugo Perez Elementary School,CAVITE,Cavite 7th,TRECE MARTIRES CITY (Capital),PEREZ (LUCBANAN),DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,94,180,86
Region IV-A,Cavite,108186,Palawit Elementary School,CAVITE,Cavite 7th,TRECE MARTIRES CITY (Capital),CABEZAS,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,40 X 12,0,26,45,19
Region IV-A,Cavite,342292,Trece Martires City Senior High School,CAVITE,Cavite 7th,TRECE MARTIRES CITY (Capital),GREGORIO (ALIANG),DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50 x 30,0,25,37,12
Region IV-A,Cavite,107841,Bilog Elementary School,CAVITE,Cavite 8th,ALFONSO,BILOG,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,45 x 20,4STY12CL,8,7,0
Region IV-A,Cavite,107842,Buck Estate Elementary School,CAVITE,Cavite 8th,ALFONSO,BUCK ESTATE,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,22,16,0
Region IV-A,Cavite,307805,Buck Estate National High School,CAVITE,Cavite 8th,ALFONSO,BUCK ESTATE,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY16CL,9,8,0
Region IV-A,Cavite,301199,Lucsuhin Integrated School,CAVITE,Cavite 8th,ALFONSO,LUKSUHIN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,36,49,13
Region IV-A,Cavite,107845,Mangas Elementary School,CAVITE,Cavite 8th,ALFONSO,MANGAS I,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,6,9,3
Region IV-A,Cavite,107847,Matagbak Elementary School,CAVITE,Cavite 8th,ALFONSO,MATAGBAK I,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,50 x 30,4STY12CL,8,12,4
Region IV-A,Cavite,107850,Pansin Elementary School,CAVITE,Cavite 8th,ALFONSO,LUKSUHIN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,24,36,12
Region IV-A,Cavite,301220,Taywanak National High School,CAVITE,Cavite 8th,ALFONSO,TAYWANAK IBABA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,6,6,0
Region IV-A,Cavite,107926,Bailen Elementary School,CAVITE,Cavite 8th,GENERAL EMILIO AGUINALDO,CASTAÃ‘OS CERCA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,100 x 40,4STY20CL,35,32,0
Region IV-A,Cavite,301191,Gen. Emilio Aguinaldo-Bailen Integrated School,CAVITE,Cavite 8th,GENERAL EMILIO AGUINALDO,CASTAÃ‘OS CERCA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,32,47,15
Region IV-A,Cavite,301173,Bendita Integrated High School,CAVITE,Cavite 8th,MAGALLANES,BENDITA I,DEPED,DOS-DEED OF SALE,With Ownership,Yes but with demolition,40 x 15,0,49,27,0
Region IV-A,Cavite,108029,Cabulusan Elementary School,CAVITE,Cavite 8th,MAGALLANES,KABULUSAN,DEPED,DOS-DEED OF SALE,With Ownership,Yes but with demolition,80 x 20,4STY20CL,6,7,1
Region IV-A,Cavite,108030,Caluangan Elementary School,CAVITE,Cavite 8th,MAGALLANES,CALUANGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,50 x 30,4STY12CL,1,7,6
Region IV-A,Cavite,301176,Caluangan National High School,CAVITE,Cavite 8th,MAGALLANES,CALUANGAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,15,8,0
Region IV-A,Cavite,108031,Magallanes Elementary School,CAVITE,Cavite 8th,MAGALLANES,BARANGAY 1 (POB.),DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,22,14,0
Region IV-A,Cavite,108032,Medina Elementary School,CAVITE,Cavite 8th,MAGALLANES,MEDINA,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,7,7,0
Region IV-A,Cavite,108033,Pacheco Elementary School,CAVITE,Cavite 8th,MAGALLANES,PACHECO,DEPED,OCT-SP,With Ownership,Yes with buildable space,50 x 20,0,11,12,1
Region IV-A,Cavite,108036,Urdaneta Elementary School,CAVITE,Cavite 8th,MAGALLANES,URDANETA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,20,14,0
Region IV-A,Cavite,108038,Bucal I Elementary School,CAVITE,Cavite 8th,MARAGONDON,BUCAL I,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,8,9,1
Region IV-A,Cavite,108039,Bucal II Elementary School,CAVITE,Cavite 8th,MARAGONDON,BUCAL II,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,18,17,0
Region IV-A,Cavite,307820,Bucal National High School - Sta. Mercedes Annex,CAVITE,Cavite 8th,MARAGONDON,PATUNGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,35 x 15,4STY8CL,4,4,0
Region IV-A,Cavite,301175,Bucal National Integrated School,CAVITE,Cavite 8th,MARAGONDON,BUCAL II,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,60 x 20,4STY20CL,74,95,21
Region IV-A,Cavite,108041,Layong Mabilog Elementary School,CAVITE,Cavite 8th,MARAGONDON,LAYONG MABILOG,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,60 x 20,4STY20CL,6,7,1
Region IV-A,Cavite,108043,Maragondon Elementary School,CAVITE,Cavite 8th,MARAGONDON,GARITA I A,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,30,41,11
Region IV-A,Cavite,301204,Maragondon National High School,CAVITE,Cavite 8th,MARAGONDON,GARITA I A,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,28,37,9
Region IV-A,Cavite,108044,Pantihan II Elementary School,CAVITE,Cavite 8th,MARAGONDON,PANTIHAN II (SAGBAT),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,8,0
Region IV-A,Cavite,108045,Pantihan III Elementary School,CAVITE,Cavite 8th,MARAGONDON,PANTIHAN III (POOK NA MUNTI),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,10,2
Region IV-A,Cavite,108047,Pulo ni Sara Elementary School,CAVITE,Cavite 8th,MARAGONDON,PANTIHAN IV (POOK NI SARA),DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,8,12,4
Region IV-A,Cavite,301211,Pulo ni Sara Integrated School,CAVITE,Cavite 8th,MARAGONDON,PANTIHAN IV (POOK NI SARA),DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,15,12,0
Region IV-A,Cavite,108050,Talipusngo Elementary School,CAVITE,Cavite 8th,MARAGONDON,TALIPUSNGO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,7,8,1
Region IV-A,Cavite,108051,Tulay Elementary School,CAVITE,Cavite 8th,MARAGONDON,TULAY SILANGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,50 X 20,4STY16CL,15,14,0
Region IV-A,Cavite,301168,Anuling Integrated High School,CAVITE,Cavite 8th,MENDEZ (MENDEZ-NUÑEZ),ANULING LEJOS II,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,18,13,0
Region IV-A,Cavite,301169,Constancio E. Aure Sr. National High School,CAVITE,Cavite 8th,MENDEZ (MENDEZ-NUÑEZ),ASIS I,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,2UNIT/s-4STY16CL,14,19,5
Region IV-A,Cavite,305620,Mendez-Nuñez National High School,CAVITE,Cavite 8th,MENDEZ (MENDEZ-NUÑEZ),BUKAL,DEPED,USUFRUCT,With Ownership,Yes but with demolition,100 x 30,0,0,16,16
