region,division,school_id,school_name,province,legislative_district,municipality,barangay,entity_name,type_of_ownership,ownership,buildable_space,dimension,scope_of_work,total_classrooms,classroom_requirement,estimated_classroom_shortage
Region I,"Pangasinan I, Lingayen",101507,Lasip ES,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),LASIP,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,15,13,0
Region I,"Pangasinan I, Lingayen",300211,Lasip NHS,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),LASIP,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,15X40,4STY12CL,33,34,1
Region I,"Pangasinan I, Lingayen",101483,Lingayen I CS,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),MANIBOC,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15X25,0,62,53,0
Region I,"Pangasinan I, Lingayen",500616,Malawa Integrated School,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),MALAWA,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY6CL,29,26,0
Region I,"Pangasinan I, Lingayen",101499,Malimpuec ES,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),MALIMPUEC,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15X45,0,17,14,0
Region I,"Pangasinan I, Lingayen",101485,Matalava ES,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),MATALAVA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 x 15,0,17,13,0
Region I,"Pangasinan I, Lingayen",101509,Pangapisan Elementary School,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),PANGAPISAN NORTH,DEPED,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,27,24,0
Region I,"Pangasinan I, Lingayen",300233,Pangasinan National High School,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),POBLACION,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15X35,4STY8CL,188,182,0
Region I,"Pangasinan I, Lingayen",300234,Pangasinan School of Arts and Trades,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),POBLACION,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-3STY6CL,70,89,19
Region I,"Pangasinan I, Lingayen",101510,Poblacion CS,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),POBLACION,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,7,13,6
Region I,"Pangasinan I, Lingayen",101488,Quibaol ES,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),QUIBAOL,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,12,12,0
Region I,"Pangasinan I, Lingayen",101501,Sabangan ES,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),SABANGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,11,7,0
Region I,"Pangasinan I, Lingayen",101490,Tumbar ES,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),TUMBAR,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,9,8,0
Region I,"Pangasinan I, Lingayen",101512,Wawa Elementary School,PANGASINAN,Pangasinan 2nd,LINGAYEN (Capital),WAWA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,12X25,0,17,14,0
Region I,"Pangasinan I, Lingayen",101592,Andangin-Baracbac ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,ANDANGIN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,7,7,0
Region I,"Pangasinan I, Lingayen",101593,Bantay ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,BANTAY,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 X 14,0,8,7,0
Region I,"Pangasinan I, Lingayen",101594,Bantocaling ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,BANTOCALING,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,25 X 15,0,8,8,0
Region I,"Pangasinan I, Lingayen",101578,Bedania ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,PEANIA PEDANIA (BEDANIA),DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,10,14,4
Region I,"Pangasinan I, Lingayen",101595,Bogtong ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,BOGTONG CENTRO,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,40 X 20,2STY4CL,13,13,0
Region I,"Pangasinan I, Lingayen",300174,Bogtong NHS,PANGASINAN,Pangasinan 2nd,MANGATAREM,BOGTONG CENTRO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,10,16,6
Region I,"Pangasinan I, Lingayen",151503,Buenlag ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,BUENLAG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,5,5,0
Region I,"Pangasinan I, Lingayen",151504,Cabaluyan 1st ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,CABALUYAN 1ST,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,4,4,0
Region I,"Pangasinan I, Lingayen",101598,Cabaruan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,CABARUAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,40 X 25,0,6,4,0
Region I,"Pangasinan I, Lingayen",101581,Cabayaoasan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,CABAYAOASAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30 X 20,0,16,12,0
Region I,"Pangasinan I, Lingayen",300181,Cabayaoasan NHS,PANGASINAN,Pangasinan 2nd,MANGATAREM,CABAYAOASAN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,26,20,0
Region I,"Pangasinan I, Lingayen",151514,Cabayugan Elementary School,PANGASINAN,Pangasinan 2nd,MANGATAREM,CABAYUGAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY8CL,3,5,2
Region I,"Pangasinan I, Lingayen",101599,Cacaoiten ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,CACAOITEN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,3,4,1
Region I,"Pangasinan I, Lingayen",101601,Casilagan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,CASILAGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,5,8,3
Region I,"Pangasinan I, Lingayen",101582,Caturay Elementary School,PANGASINAN,Pangasinan 2nd,MANGATAREM,CATURAY NORTE,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,12,12,0
Region I,"Pangasinan I, Lingayen",151517,Caviernesan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,CAVIERNESAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,25m x 15m,0,4,6,2
Region I,"Pangasinan I, Lingayen",151516,Dorongan Silag ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,BOGTONG SILAG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 X 15,0,3,6,3
Region I,"Pangasinan I, Lingayen",101602,Lawak-Langka ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,LAWAK LANGKA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,6,7,1
Region I,"Pangasinan I, Lingayen",101584,Linmansangan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,LINMANSANGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,25 X 15,0,8,9,1
Region I,"Pangasinan I, Lingayen",101603,Macarang ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,MACARANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25X15,0,7,7,0
Region I,"Pangasinan I, Lingayen",300218,Macarang National High School,PANGASINAN,Pangasinan 2nd,MANGATAREM,MACARANG,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-3STY6CL,35,38,4
Region I,"Pangasinan I, Lingayen",101585,Mangatarem I CS,PANGASINAN,Pangasinan 2nd,MANGATAREM,CALVO (POB.),DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,0,48,54,6
Region I,"Pangasinan I, Lingayen",300222,MANGATAREM NATIONAL HIGH SCHOOL,PANGASINAN,Pangasinan 2nd,MANGATAREM,POGON-LOMBOY (POB.),DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15x35,4STY8CL,89,142,53
Region I,"Pangasinan I, Lingayen",101607,Naguilayan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,NAGUILAYAN WEST,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 X 15,0,9,7,0
Region I,"Pangasinan I, Lingayen",101586,Nancasalan ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,NANCASALAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,0,7,7,0
Region I,"Pangasinan I, Lingayen",101587,Olo ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,OLO CACAMPOSAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY4CL,19,19,0
Region I,"Pangasinan I, Lingayen",300231,Olo NHS,PANGASINAN,Pangasinan 2nd,MANGATAREM,OLO CACAMPOSAN,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,16,15,0
Region I,"Pangasinan I, Lingayen",151507,Pacalat ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,PACALAT,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,7,7,0
Region I,"Pangasinan I, Lingayen",101609,Parian ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,PARIAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,1STY2CL,8,7,0
Region I,"Pangasinan I, Lingayen",101610,Ponglo ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,PONGLO-BALEG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15m x 12m,0,7,7,0
Region I,"Pangasinan I, Lingayen",300243,Quetegan NHS,PANGASINAN,Pangasinan 2nd,MANGATAREM,QUETEGAN (POGON-BALEG),DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 X 15,4STY8CL,21,20,2
Region I,"Pangasinan I, Lingayen",101612,Sapang ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,SAPANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 X 15,0,9,7,0
Region I,"Pangasinan I, Lingayen",101588,Sawat ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,DORONGAN SAWAT,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,30m x 15m,2STY4CL,13,13,0
Region I,"Pangasinan I, Lingayen",101589,Silag ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,BOGTONG SILAG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,0,9,7,0
Region I,"Pangasinan I, Lingayen",151506,Suaco Elementary School,PANGASINAN,Pangasinan 2nd,MANGATAREM,SUACO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,4,4,0
Region I,"Pangasinan I, Lingayen",101613,Tagac ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,TAGAC,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30 X 15,1STY2CL,10,7,0
Region I,"Pangasinan I, Lingayen",151508,Talogtog ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,TALOGTOG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,5,6,1
Region I,"Pangasinan I, Lingayen",151509,Tococ-Bariker E/S,PANGASINAN,Pangasinan 2nd,MANGATAREM,TOCOC BARIKIR,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,6,4,0
Region I,"Pangasinan I, Lingayen",101590,Torre ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,TORRE 2ND,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 X 15,0,9,8,0
Region I,"Pangasinan I, Lingayen",101591,Valerio ES,PANGASINAN,Pangasinan 2nd,MANGATAREM,DORONGAN VALERIO,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,11,11,0
Region I,"Pangasinan I, Lingayen",101672,Angatel ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,ANGATEL,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,13,17,4
Region I,"Pangasinan I, Lingayen",101673,Balangay ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,BALANGAY,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,12X24,0,7,8,1
Region I,"Pangasinan I, Lingayen",101674,Batancaoa North ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,BATANGCAOA,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,9,8,0
Region I,"Pangasinan I, Lingayen",101675,Batancaoa South Elementary School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,BATANGCAOA,DEPED,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,12,7,0
Region I,"Pangasinan I, Lingayen",101676,Baug Elementary School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,BAUG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,18 x 12,0,12,14,2
Region I,"Pangasinan I, Lingayen",500364,Bayaoas Integrated School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,BAYAOAS,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,46,48,2
Region I,"Pangasinan I, Lingayen",101678,Camanbugan ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,CAMAMBUGAN,DEPED,OCT-SP,With Ownership,Yes with buildable space,18 x 12,0,10,7,0
Region I,"Pangasinan I, Lingayen",101679,Col. T. Custodio ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,BITUAG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,11,15,4
Region I,"Pangasinan I, Lingayen",500612,Dalanguiring Integrated School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,DALANGIRING,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,27,27,0
Region I,"Pangasinan I, Lingayen",101681,Don Martin Palisoc ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,GALARIN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,8,7,0
Region I,"Pangasinan I, Lingayen",101689,Don Pio B. Palisoc ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,PISUAC,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,3,14,11
Region I,"Pangasinan I, Lingayen",101682,Duplac ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,DUPLAC,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,11,9,0
Region I,"Pangasinan I, Lingayen",101683,Galarin ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,GALARIN,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,8,7,0
Region I,"Pangasinan I, Lingayen",101684,Gueteb ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,GUETEB,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,8,10,2
Region I,"Pangasinan I, Lingayen",101685,Malayo - Buenlag ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,MALAYO,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,18 x 12,0,11,12,1
Region I,"Pangasinan I, Lingayen",101686,Malibong Elementary School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,MALIBONG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15X45,0,17,15,0
Region I,"Pangasinan I, Lingayen",101688,Pasibe West Elementary School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,PASIBI WEST,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY8CL,5,7,2
Region I,"Pangasinan I, Lingayen",101687,Pasibi Bituag E/S,PANGASINAN,Pangasinan 2nd,URBIZTONDO,PASIBI EAST,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,15X20,0,18,18,0
Region I,"Pangasinan I, Lingayen",101690,Real Elementary School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,REAL,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30 X 15,0,16,16,0
Region I,"Pangasinan I, Lingayen",101691,Salavante Elementary,PANGASINAN,Pangasinan 2nd,URBIZTONDO,SALAVANTE,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,8,7,0
Region I,"Pangasinan I, Lingayen",101692,Sawat ES,PANGASINAN,Pangasinan 2nd,URBIZTONDO,SAWAT,DEPED,OCT-SP,With Ownership,Yes with buildable space,30 X 15,0,11,13,2
Region I,"Pangasinan I, Lingayen",500368,Urbiztondo Integrated School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,POBLACION,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL,88,119,31
Region I,"Pangasinan I, Lingayen",300236,Urbiztondo National High School,PANGASINAN,Pangasinan 2nd,URBIZTONDO,PASIBI EAST,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,29,31,2
Region I,"Pangasinan I, Lingayen",500603,A.P. Guevara Integrated School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,MANAMBONG NORTE,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,17,22,5
Region I,"Pangasinan I, Lingayen",101284,Amancosiling Elementary School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,AMANCOSILING SUR,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,17x40,2STY4CL,7,17,10
Region I,"Pangasinan I, Lingayen",500374,Ambayat Integrated School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,AMBAYAT II,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,14,17,3
Region I,"Pangasinan I, Lingayen",101263,Ataynan ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,ATAYNAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,12X15,0,7,7,0
Region I,"Pangasinan I, Lingayen",101266,Bani ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,BANI,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,5,15,10
Region I,"Pangasinan I, Lingayen",101286,Bascos-Manambong Parte ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,MANAMBONG PARTE,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,15X20 ,0,11,11,0
Region I,"Pangasinan I, Lingayen",300168,Bayambang NHS (Bayambang),PANGASINAN,Pangasinan 3rd,BAYAMBANG,MAGSAYSAY,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20X60 & 15x50,4STY20CL,180,224,44
Region I,"Pangasinan I, Lingayen",101270,Bongato East ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,BONGATO EAST,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25X75,0,14,9,0
Region I,"Pangasinan I, Lingayen",101272,BUENLAG ELEMENTARY SCHOOL,PANGASINAN,Pangasinan 3rd,BAYAMBANG,BUENLAG 1ST,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,18,16,0
Region I,"Pangasinan I, Lingayen",101289,Cason Elementary School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,SANGCAGULIS,DEPED,USUFRUCT,With Ownership,No buildable space,,,17,20,3
Region I,"Pangasinan I, Lingayen",101303,Catalino Castañeda Elementary,PANGASINAN,Pangasinan 3rd,BAYAMBANG,SANLIBO,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,30x60 & 12x40,0,11,19,8
Region I,"Pangasinan I, Lingayen",101290,Caturay Elementary School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,CATURAY,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-1STY5CL,10,11,1
Region I,"Pangasinan I, Lingayen",300206,Hermosa NHS,PANGASINAN,Pangasinan 3rd,BAYAMBANG,HERMOZA,DEPED,DOS-DEED OF SALE,With Ownership,Yes with buildable space,25 X 15,4sty8cl,15,17,2
Region I,"Pangasinan I, Lingayen",101277,Malimpec Elementary School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,MALIMPEC,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,18 x 12,0,7,7,0
Region I,"Pangasinan I, Lingayen",101296,Managos ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,MANAGOS,DEPED,OCT-SP,With Ownership,No buildable space,,,7,10,3
Region I,"Pangasinan I, Lingayen",151510,Manambong Sur ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,MANAMBONG SUR,DEPED,USUFRUCT,With Ownership,Yes with buildable space,15m x 12m,1STY2CL,9,10,1
Region I,"Pangasinan I, Lingayen",300188,Moises Rebamontan National High School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,CARUNGAY,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,27,23,1
Region I,"Pangasinan I, Lingayen",101278,Nalsian Elementary School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,NALSIAN NORTE,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 x 15,0,15,12,0
Region I,"Pangasinan I, Lingayen",101298,Pangdel ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,PANGDEL,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,9,12,3
Region I,"Pangasinan I, Lingayen",101302,San Vicente ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,SAN VICENTE,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,13X30,0,9,13,4
Region I,"Pangasinan I, Lingayen",300254,Sanlibo National High School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,SANLIBO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,17,18,2
Region I,"Pangasinan I, Lingayen",101279,Sapang ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,SAPANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,12X20,0,20,18,0
Region I,"Pangasinan I, Lingayen",300259,Tanolong National High School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,TANOLONG,DEPED,DOS-DEED OF SALE,With Ownership,Yes but with demolition,30m x 15m,2STY4CL,17,17,1
Region I,"Pangasinan I, Lingayen",101306,Telbang ES,PANGASINAN,Pangasinan 3rd,BAYAMBANG,TELBANG,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY5CL,8,10,2
Region I,"Pangasinan I, Lingayen",300263,Tococ National High School,PANGASINAN,Pangasinan 3rd,BAYAMBANG,ALINGGAN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY4CL,23,28,5
Region I,"Pangasinan I, Lingayen",101307,WARDING ELEMENTARY SCHOOL,PANGASINAN,Pangasinan 3rd,BAYAMBANG,WARDING,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,15X30,0,10,9,0
Region I,"Pangasinan I, Lingayen",101415,Ambonao ES,PANGASINAN,Pangasinan 3rd,CALASIAO,AMBONAO,DEPED,OCT-SP,With Ownership,No buildable space,,,18,13,0
Region I,"Pangasinan I, Lingayen",101416,Balani-Parongking ES,PANGASINAN,Pangasinan 3rd,CALASIAO,AMBONAO,DEPED,OCT-SP,With Ownership,No buildable space,,,17,18,1
Region I,"Pangasinan I, Lingayen",101417,Balingit Constantino-Lasip ES,PANGASINAN,Pangasinan 3rd,CALASIAO,LASIP,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,8,7,0
