region,division,school_id,school_name,province,legislative_district,municipality,barangay,type_of_ownership,ownership,buildable_space,dimension,scope_of_work
Region II,Isabela,502549,Mapalad Integrated School,ISABELA,Isabela 4th,SAN AGUSTIN,MAPALAD,OCT-SP,With Ownership,Yes with buildable space,24X10,2STY4CL
Region II,Isabela,103657,Masaya Norte Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,MASAYA NORTE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20X15,1UNIT/s-1STY4CL
Region II,Isabela,103658,Masaya Sur Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,MASAYA SUR,TD-TAX DECLARATION,With Ownership,Yes with buildable space,23 x 10,1UNIT/s-2STY6CL
Region II,Isabela,103659,Nemmatan Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,NEMMATAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25X13,1STY2CL
Region II,Isabela,103660,Palacian Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,PALACIAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,32 x 10,1UNIT/s-1STY2CL
Region II,Isabela,103661,Panang Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,PANANG,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 X 15,1UNIT/s-2STY4CL
Region II,Isabela,103662,Quimalabasa Norte ES,ISABELA,Isabela 4th,SAN AGUSTIN,QUIMALABASA NORTE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20X15,0
Region II,Isabela,103663,Quimalabasa Sur Primary School,ISABELA,Isabela 4th,SAN AGUSTIN,QUIMALABASA SUR,OCT-SP,With Ownership,Yes with buildable space,22 X 15,1UNIT/s-1STY2CL
Region II,Isabela,103664,Salay Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,SALAY,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25X15,0
Region II,Isabela,103665,San Agustin Central School,ISABELA,Isabela 4th,SAN AGUSTIN,MASAYA CENTRO (POB.),DOS-DEED OF SALE,With Ownership,Yes with buildable space,40x12,1STY4C
Region II,Isabela,300582,San Agustin National High School,ISABELA,Isabela 4th,SAN AGUSTIN,MASAYA CENTRO (POB.),TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,27 x 13,1UNIT/s-1STY2CL
Region II,Isabela,103666,San Antonio Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,SAN ANTONIO,SP-Special Patent,With Ownership,Yes with buildable space,30X12,1STY3CL
Region II,Isabela,103667,Santos Primary School,ISABELA,Isabela 4th,SAN AGUSTIN,SANTOS,"NO DOCUMENTS AVAILABLE, SUBJECT FOR VERIFICATION",No Ownership,Yes with buildable space,20X12,1STY2CL
Region II,Isabela,103668,Sinaoangan Norte Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,SINAOANGAN NORTE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,70 x 12,1UNIT/s-1STY2CL
Region II,Isabela,103669,Sinaoangan Sur Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,SINAOANGAN SUR,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Isabela,306168,Southeastern Region High School,ISABELA,Isabela 4th,SAN AGUSTIN,SINAOANGAN SUR,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,40X15,1UNIT/s-2STY6CL
Region II,Isabela,103670,Sto. Nino Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,SANTO NINO,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30X15,0
Region II,Isabela,103671,Virgonesa Elementary School,ISABELA,Isabela 4th,SAN AGUSTIN,VIRGONEZA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,20X15,0
Region II,Santiago City,103823,Abra Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,ABRA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30mx10.2m,1 STY 2CL
Region II,Santiago City,103824,Ambalatungan ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,AMBALATUNGAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL
Region II,Santiago City,500936,Balintocatoc Integrated School,ISABELA,Isabela 4th,CITY OF SANTIAGO,BALINTOCATOC,TD-TAX DECLARATION,With Ownership,Yes with buildable space,50mx20m,2STY4CL
Region II,Santiago City,103835,Baluarte ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,BALUARTE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50mx20m,2STY4CL
Region II,Santiago City,502550,Bannawag Norte Integrated School,ISABELA,Isabela 4th,CITY OF SANTIAGO,BANNAWAG NORTE,OCT-SP,With Ownership,Yes with buildable space,30mx15m,1STY2CL
Region II,Santiago City,103811,Baptista Village ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,CALAO EAST (POB.),DOD-DEED OF DONATION,With Ownership,Yes but with demolition,0,1UNIT/s-1STY2CL
Region II,Santiago City,103812,Batal ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,BATAL,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-1STY3CL
Region II,Santiago City,103825,Buenavista Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,BUENAVISTA,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-1STY3CL
Region II,Santiago City,103826,Cabulay ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,CABULAY,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,42mx10.2m,1STY2CL
Region II,Santiago City,300505,Cabulay High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,CABULAY,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,32mx10.2m,2STY6CL
Region II,Santiago City,103837,Calaocan ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,CALAOCAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,50mx20m,1STY3CL
Region II,Santiago City,103813,Divisoria ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,DIVISORIA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,22MX7M,1STY2CL
Region II,Santiago City,300528,Divisoria High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,DIVISORIA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,0,1UNIT/s-1STY3CL
Region II,Santiago City,103827,Dubinan ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,PLARIDEL,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,31MX7M,1STY3CL
Region II,Santiago City,103814,Luna ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,LUNA,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-3STY12CL
Region II,Santiago City,103815,Mabini ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,MABINI,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,21mx10m,3STY9CL
Region II,Santiago City,103816,Malini Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,NABBUAN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Santiago City,502348,Nabbuan Integrated School,ISABELA,Isabela 4th,CITY OF SANTIAGO,NABBUAN,OCT-SP,With Ownership,Yes with buildable space,50mx20m,2STY6CL
Region II,Santiago City,103818,Naggasican Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,NAGGASICAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30mx10.2m,1STY3CL
Region II,Santiago City,325204,Naggasican National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,NAGGASICAN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-3STY9CL
Region II,Santiago City,103828,Patul Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,PATUL,OCT-SP,With Ownership,Yes with buildable space,21mx10.2m,2STY4CL
Region II,Santiago City,306124,Patul National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,PATUL,OCT-SP,With Ownership,Yes but with demolition,31MX7M,4STY12CL
Region II,Santiago City,300578,Rizal National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,RIZAL,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50mx20m,4STY12CL
Region II,Santiago City,103838,Rosario Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,ROSARIO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,56mx20m,1STY3CL
Region II,Santiago City,325203,Rosario National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,ROSARIO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,31MX7M,2STY6CL
Region II,Santiago City,103819,Sagana  Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,SAGANA,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50mx20m,1STY3CL
Region II,Santiago City,325202,Sagana National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,SAGANA,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,21mx10.2m,2STY4CL
Region II,Santiago City,500937,Salvador Integrated School,ISABELA,Isabela 4th,CITY OF SANTIAGO,SALVADOR,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30mx15m,1STY3CL
Region II,Santiago City,103821,San Andres ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,SAN ANDRES,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,22MX7M,2STY4CL
Region II,Santiago City,103829,San Isidro ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,SAN ISIDRO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30mx10.2m,1STY3CL
Region II,Santiago City,501147,San Jose Integrated School,ISABELA,Isabela 4th,CITY OF SANTIAGO,SAN JOSE,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,31MX7M,2STY6CL
Region II,Santiago City,300599,Santiago City National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,CALAOCAN,OCT-SP,With Ownership,No buildable space,,
Region II,Santiago City,103822,Santiago East Central School,ISABELA,Isabela 4th,CITY OF SANTIAGO,RIZAL,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY4CL
Region II,Santiago City,502696,Santiago North Central School- Integrated SpEd Center,ISABELA,Isabela 4th,CITY OF SANTIAGO,CALAO WEST (POB.),TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,41mx10.2m,2STY4CL
Region II,Santiago City,103840,Santiago South Central School,ISABELA,Isabela 4th,CITY OF SANTIAGO,VICTORY NORTE,PP-PRESIDENTIAL PROCLAMATION,With Ownership,Yes with buildable space,50mx20m,2STY6CL
Region II,Santiago City,103842,Santiago West Central School-Special Science Elementary School,ISABELA,Isabela 4th,CITY OF SANTIAGO,VICTORY NORTE,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Santiago City,500938,Sinili Integrated School,ISABELA,Isabela 4th,CITY OF SANTIAGO,SINILI,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,30mx15m,2STY4CL
Region II,Santiago City,103832,Sinsayon ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,SINSAYON,TD-TAX DECLARATION,With Ownership,Yes with buildable space,21mx10.2m,2STY4CL
Region II,Santiago City,325201,Sinsayon National High School,ISABELA,Isabela 4th,CITY OF SANTIAGO,SINSAYON,"NO AVAILABLE DOCUMENTS, SUBJECT FOR VERIFICATION",No Ownership,Yes with buildable space,22MX7M,2STY4CL
Region II,Santiago City,103841,Sta. Rosa ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,SANTA ROSA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50mx20m,1STY2CL
Region II,Santiago City,103833,Villa Gonzaga ES,ISABELA,Isabela 4th,CITY OF SANTIAGO,VILLA GONZAGA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,22MX7M,1STY2CL
Region II,Isabela,103071,Apiat Elementary School,ISABELA,Isabela 5th,AURORA,APIAT,DOD-DEED OF DONATION,With Ownership,No buildable space,,
Region II,Isabela,103072,Aurora Central School,ISABELA,Isabela 5th,AURORA,SANTA ROSA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,60 X 20,2STY10CL
Region II,Isabela,342077,Aurora Senior High School,ISABELA,Isabela 5th,AURORA,BALLESTEROS,"NO AVAILABLE DOCUMENTS, SUBJECT FOR VERIFICATION
The transfer of ownership from the private owner to the LGU is
currently in progress.",No Ownership,No buildable space,,
Region II,Isabela,501447,Bagnos Integrated School,ISABELA,Isabela 5th,AURORA,BAGNOS,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20X15,1UNIT/s-1STY3CL
Region II,Isabela,103075,Bagong Tanza Elementary School,ISABELA,Isabela 5th,AURORA,BAGONG TANZA,TD-TAX DECLARATION,With Ownership,Yes with buildable space,55 X 20,2STY8CL
Region II,Isabela,103076,Ballesteros Elementary School,ISABELA,Isabela 5th,AURORA,BALLESTEROS,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103077,Bannagao Elementary School,ISABELA,Isabela 5th,AURORA,BANNAGAO,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103078,Bannawag Elementary School,ISABELA,Isabela 5th,AURORA,BANNAWAG,DOS-DEED OF SALE,With Ownership,Yes but with demolition,25x12,1sty2cl
Region II,Isabela,103079,Bolinao Elementary School,ISABELA,Isabela 5th,AURORA,BOLINAO,DOD-DEED OF DONATION,With Ownership,No buildable space,,
Region II,Isabela,103080,Camarunggayan Elementary School,ISABELA,Isabela 5th,AURORA,CAMARUNGGAYAN,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103081,Dalig Kalinga Elementary School,ISABELA,Isabela 5th,AURORA,DALIG-KALINGA,TD-TAX DECLARATION,With Ownership,Yes but with demolition,20X15,1UNIT/s-3STY12CL
Region II,Isabela,103082,Diamantina Elementary School,ISABELA,Isabela 5th,AURORA,DIAMANTINA,TD-TAX DECLARATION,With Ownership,Yes with buildable space,40 X 20,1STY4CL
Region II,Isabela,103083,Divisoria Elementary School,ISABELA,Isabela 5th,AURORA,DIVISORIA,TD-TAX DECLARATION,With Ownership,Yes with buildable space,45 X 20,2STY8CL
Region II,Isabela,300530,Doña Aurora National High School,ISABELA,Isabela 5th,AURORA,SANTA RITA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,50 x 13,1UNIT/s-3STY6CL
Region II,Isabela,103084,Esperanza Elementary School - Main,ISABELA,Isabela 5th,AURORA,ESPERANZA EAST,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103085,Esperanza West PS Annex,ISABELA,Isabela 5th,AURORA,ESPERANZA WEST,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20X15,1UNIT/s-1STY3CL
Region II,Isabela,103086,Kalabaza Elementary School,ISABELA,Isabela 5th,AURORA,KALABAZA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,45 X 20,2STY8CL
Region II,Isabela,103087,Macatal Elementary School,ISABELA,Isabela 5th,AURORA,MACATAL,TD-TAX DECLARATION,With Ownership,Yes with buildable space,45 X 20,2STY8CL
Region II,Isabela,103088,Malasin Elementary School,ISABELA,Isabela 5th,AURORA,MALASIN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Isabela,103089,Nampicuan Elementary School,ISABELA,Isabela 5th,AURORA,NAMPICUAN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,35 X 20,2STY4CL
Region II,Isabela,103090,Panecien Elementary School,ISABELA,Isabela 5th,AURORA,PANECIEN,DOS-DEED OF SALE,With Ownership,No buildable space,,
Region II,Isabela,103074,Rizalina Elementary School,ISABELA,Isabela 5th,AURORA,RIZALUNA (LAPUZ),TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103091,San Andres-Ramon Elementary School,ISABELA,Isabela 5th,AURORA,SAN RAMON,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,50 x 13,1UNIT/s-1STY2CL
Region II,Isabela,103092,San Rafael Elementary School,ISABELA,Isabela 5th,AURORA,SAN RAFAEL,SP-Special Patent,With Ownership,Yes with buildable space,45 X 20,2STY8CL
Region II,Isabela,155524,Saranay Elementary School,ISABELA,Isabela 5th,AURORA,SARANAY,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103093,Sta Rita Elementary School,ISABELA,Isabela 5th,AURORA,SANTA RITA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,45 X 20,2STY6CL
Region II,Isabela,103094,Sto. Niño Elementary School,ISABELA,Isabela 5th,AURORA,CAIPILAN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,25x12,1sty2cl
Region II,Isabela,103095,Victoria Elementary School,ISABELA,Isabela 5th,AURORA,VICTORIA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,501665,Villa Fugu Integrated School,ISABELA,Isabela 5th,AURORA,VILLA FUGU,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,45 X 20,2STY8CL
Region II,Isabela,103097,Villa Nuesa Primary School,ISABELA,Isabela 5th,AURORA,VILLA NUESA,No documents available; subject for verification,No Ownership,No buildable space,,
Region II,Isabela,103127,Bacnor Elementary School,ISABELA,Isabela 5th,BURGOS,BACNOR WEST,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,25 X 15,1UNIT/s-1STY5CL
Region II,Isabela,300510,Bacnor National High School,ISABELA,Isabela 5th,BURGOS,BACNOR WEST,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,25 X 15,2UNIT/s-1STY4CL
Region II,Isabela,103128,Burgos Central School,ISABELA,Isabela 5th,BURGOS,CALIGUIAN (POB.),OCT-SP,With Ownership,Yes but with demolition,25 X 15,2UNIT/s-2STY6CL
Region II,Isabela,300509,Burgos National High School,ISABELA,Isabela 5th,BURGOS,CALIGUIAN (POB.),OCT-SP,With Ownership,Yes with buildable space,25 X 15,1UNIT/s-1STY3CL
Region II,Isabela,103129,Catabban Elementary School,ISABELA,Isabela 5th,BURGOS,CATABBAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103130,Cullalabo Elementary School,ISABELA,Isabela 5th,BURGOS,CULLALABO DEL SUR,OCT-SP,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103131,Dalig Elementary School,ISABELA,Isabela 5th,BURGOS,DALIG,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103132,Malasin Elementary School,ISABELA,Isabela 5th,BURGOS,MALASIN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,25 X 15,1UNIT/s-1STY4CL
Region II,Isabela,103133,Masigun Elementary School,ISABELA,Isabela 5th,BURGOS,MASIGUN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,25 X 15,1UNIT/s-2STY8CL
Region II,Isabela,103134,Raniag Elementary School,ISABELA,Isabela 5th,BURGOS,RANIAG,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103135,San Antonino Elementary School,ISABELA,Isabela 5th,BURGOS,CULLALABO SAN ANTONIO,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,300511,San Antonino National High School,ISABELA,Isabela 5th,BURGOS,CULLALABO SAN ANTONIO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,40 X 20,2STY6CL
Region II,Isabela,103136,San Bonifacio Elementary School,ISABELA,Isabela 5th,BURGOS,SAN BONIFACIO,OCT-SP,With Ownership,Yes with buildable space,25 X 15,1STY2CL
Region II,Isabela,103137,San Miguel Elementary School,ISABELA,Isabela 5th,BURGOS,SAN MIGUEL,OCT-SP,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103138,San Roque Elementary School,ISABELA,Isabela 5th,BURGOS,SAN ROQUE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,75 X 20,1UNIT/s-1STY2CL
Region II,Isabela,103484,Bustamante Elementary School,ISABELA,Isabela 5th,LUNA,BUSTAMANTE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103485,Dadap Elementary School,ISABELA,Isabela 5th,LUNA,DADAP,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103489,Harana Elementary School,ISABELA,Isabela 5th,LUNA,HARANA,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,36 X 15,2STY6CL
Region II,Isabela,103486,Lalog Elementary School,ISABELA,Isabela 5th,LUNA,LALOG 1,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50x15,1sty5cl
Region II,Isabela,103487,Luna Central School,ISABELA,Isabela 5th,LUNA,CENTRO 1 (POB.),TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Isabela,306150,Luna General Comprehensive High School,ISABELA,Isabela 5th,LUNA,MAMBABANGA,"NO AVAILABLE DOCUMENTS, SUBJECT FOR VERIFICATION",No Ownership,Yes but with demolition,35x12,2sty6cl
Region II,Isabela,300558,Luna National High School,ISABELA,Isabela 5th,LUNA,LUYAO,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Isabela,155507,Macugay Elementary School,ISABELA,Isabela 5th,LUNA,MACUGAY,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,103488,Mambabanga Elementary School,ISABELA,Isabela 5th,LUNA,MAMBABANGA,TD-TAX DECLARATION,With Ownership,Yes but with demolition,18 x 13,1UNIT/s-1STY5CL
Region II,Isabela,103490,Pulay-Union Kalinga Elementary School,ISABELA,Isabela 5th,LUNA,PULAY,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,35x12,1sty3cl
Region II,Isabela,103491,Puroc-Concepcion ES,ISABELA,Isabela 5th,LUNA,PUROC,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,500970,Sto. Domingo-San Isidro Integrated School,ISABELA,Isabela 5th,LUNA,SANTO DOMINGO,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region II,Isabela,500077,Bimonton Integrated School,ISABELA,Isabela 5th,MALLIG,BINMONTON,OCT-SP,With Ownership,Yes with buildable space,25 X 13,1UNIT/s-1STY2CL
Region II,Isabela,103494,Holy Friday Elementary School,ISABELA,Isabela 5th,MALLIG,HOLY FRIDAY,OCT-SP,With Ownership,Yes with buildable space,25 X 13,1UNIT/s-1STY5CL
Region II,Isabela,103495,Maligaya Elementary School,ISABELA,Isabela 5th,MALLIG,MALIGAYA,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 X 13,1UNIT/s-1STY5CL
Region II,Isabela,103497,Mallig Central School - Casili PS Annex,ISABELA,Isabela 5th,MALLIG,CASILI,TD-TAX DECLARATION,With Ownership,Yes with buildable space,40X15,1sty4cl
Region II,Isabela,103496,Mallig Central School - Main,ISABELA,Isabela 5th,MALLIG,CENTRO I (POB.),DOD-DEED OF DONATION,With Ownership,Yes but with demolition,25 X 15,1UNIT/s-1STY4CL
Region II,Isabela,300561,Mallig National High School-Main,ISABELA,Isabela 5th,MALLIG,OLANGO,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Isabela,306166,Mallig Plains National High School,ISABELA,Isabela 5th,MALLIG,CENTRO I (POB.),DOD-DEED OF DONATION,With Ownership,No buildable space,,
Region II,Isabela,103498,Manano Elementary School - Main,ISABELA,Isabela 5th,MALLIG,MANANO,OCT-SP,With Ownership,Yes but with demolition,40 X 20,1UNIT/s-1STY5CL
Region II,Isabela,103499,Manano ES - Sitio Villa Corazon PS Annex,ISABELA,Isabela 5th,MALLIG,MANANO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35x12,1sty3cl
Region II,Isabela,103500,Olango Elementary School,ISABELA,Isabela 5th,MALLIG,OLANGO,OCT-SP,With Ownership,Yes but with demolition,35X12,1UNIT/s-1STY3CL
Region II,Isabela,103501,Rang-ayan Elementary School,ISABELA,Isabela 5th,MALLIG,RANG-AYAN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,25 X 13,1UNIT/s-1STY4CL
Region II,Isabela,306110,San Jose National High School,ISABELA,Isabela 5th,MALLIG,SAN JOSE NORTE I,OCT-SP,With Ownership,Yes with buildable space,22 X 13,1UNIT/s-1STY2CL
Region II,Isabela,103502,San Jose Norte Elementary School,ISABELA,Isabela 5th,MALLIG,SAN JOSE NORTE II,OCT-SP,With Ownership,Yes but with demolition,25 X 13,1UNIT/s-2STY4CL
Region II,Isabela,103503,San Jose Sur Elementary School,ISABELA,Isabela 5th,MALLIG,SAN JOSE SUR,OCT-SP,With Ownership,Yes with buildable space,50 X 20,1UNIT/s-1STY2CL
Region II,Isabela,103504,San Pedro Elementary School,ISABELA,Isabela 5th,MALLIG,SAN PEDRO (BARUCBUC SUR),TD-TAX DECLARATION,With Ownership,Yes but with demolition,30 X 20,1UNIT/s-1STY4CL
Region II,Isabela,103505,San Ramon Elementary School,ISABELA,Isabela 5th,MALLIG,SAN RAMON,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region II,Isabela,103506,Siempre Viva Elementary School,ISABELA,Isabela 5th,MALLIG,SIEMPRE VIVA SUR,OCT-SP,With Ownership,Yes with buildable space,35x12,1sty2cl
Region II,Isabela,103507,Trinidad Elementary School,ISABELA,Isabela 5th,MALLIG,TRINIDAD,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30 X 20,1UNIT/s-2STY8CL
Region II,Isabela,103508,Victoria Elementary School,ISABELA,Isabela 5th,MALLIG,VICTORIA,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,35 X 15,1STY3CL
Region II,Isabela,103562,Abut Elementary School,ISABELA,Isabela 5th,QUEZON,ABUT,OCT-SP,With Ownership,Yes but with demolition,25 X 15,1UNIT/s-1STY2CL
Region II,Isabela,103563,Aurora Elementary School,ISABELA,Isabela 5th,QUEZON,AURORA,TCT-CLOA,With Ownership,Yes but with demolition,25 X 15,1UNIT/s-1STY3CL
Region II,Isabela,103564,Barucboc Elementary School,ISABELA,Isabela 5th,QUEZON,BARUCBOC NORTE,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 X 15,1UNIT/s-1STY3CL
Region II,Isabela,306112,Barucboc National High School,ISABELA,Isabela 5th,QUEZON,BARUCBOC NORTE,OCT-SP,With Ownership,No buildable space,,
Region II,Isabela,103565,Callangigan Elementary School,ISABELA,Isabela 5th,QUEZON,CALANGIGAN (CALAMAGUI),OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,25 X 15,1UNIT/s-2STY6CL
